Index,City,Geo Codes,Longitude,Latitudes,Road Width (pixels),Road Width (m),2023,2024
1123,Jewar,"28.141426, 77.574548",28.141426,77.574548,532,31.7,9.86416626,10.48545456
1124,Sitamarhi,"26.373555,85.493897",26.373555,85.493897,746,46.82,4.652500153,4.337272644
1125,Chittaurgarh,"25.1100285,73.9887022",25.1100285,73.9887022,645,39.68,13.25333309,11.65636349
1126,Chittoor,"13.525577,79.532925",13.525577,79.532925,551,33.04,5.512500286,5.50545454
1127,Puranpur,"28.154095,80.100556",28.154095,80.100556,554,33.25,1.210000038,1.198181868
1128,Allahabad,"25.490249,81.996729",25.490249,81.996729,477,27.81,4.88166666,8.091817856
1129,"Saidpur
Patedha","25.8024478,85.2834059",25.8024478,85.2834059,581,35.16,11.05416679,10.10545444
1130,Saini Majra,"30.196922,76.70574",30.196922,76.70574,666,41.17,3.299999952,4.03909111
1131,"Mahabubna
gar","16.5356759,77.9444736",16.5356759,77.9444736,806,51.06,5.545833588,4.346363544
1132,"Thoothukud
i","8.975702,77.774608",8.975702,77.774608,480,28.02,6.385833263,8.92545414
1133,Bikaner,"28.0038710,73.1149900",28.003871,73.11499,618,37.77,12.49833298,9.074544907
1134,Hingoli,"19.599120, 77.392335",19.59912,77.392335,570,34.38,15.125,5.610908985
1135,Kushinagar,"26.631703,84.238336",26.631703,84.238336,578,34.95,5.988333225,5.969090939
1136,Nadia,"23.629129,88.359582",23.629129,88.359582,670,41.45,9.566666603,9.433636665
1137,Jabalpur,"23.108205,80.001234",23.108205,80.001234,487,28.52,5.079999924,4.921818256
1138,Kutch,"23.308555,70.49059",23.308555,70.49059,580,35.09,17.19166756,15.32909107
1139,"Tiruchirappa
lli","10.92937,78.744056",10.92937,78.744056,535,31.91,21.27083397,18.49272728
1140,Bargarh,"21.353192,83.684183",21.353192,83.684183,544,32.54,8.040833473,9.745454788
1141,Ahmedabad,"22.974110, 72.473050",22.97411,72.47305,592,35.94,11.42916679,11.29272747
1142,Indore,"22.166554,76.113996",22.166554,76.113996,707,44.06,1.920833349,1.736363649
1143,Jodhpur,"25.23411, 72.06510",25.23411,72.0651,468,27.17,1,1
1144,Bikaner,"29.720628, 74.438664",29.720628,74.438664,540,32.26,2.299999952,2.377272606
1145,Bailhongal,"15.800694, 74.804861",15.800694,74.804861,493,28.94,1.280833364,1.062727213
1146,Chattarpur,"25.095935,79.942031",25.095935,79.942031,608,37.07,2.325000048,2.030909061
1147,Kalaburagi,"17.2883106,77.0015798",17.2883106,77.0015798,415,23.43,1.129166603,1.086363673
1148,Sanwara,"30.890896,77.005475",30.890896,77.005475,439,25.12,19.56416702,18.72909164
1149,Delhi,"28.598968,77.258226",28.598968,77.258226,480,28.02,36.0941658,37.65999985
1150,Pillibhit,"28.578965, 79.862811",28.578965,79.862811,507,29.93,2.38166666,1.950000048
1151,,,,,,,4.049166679,4.070909023
1152,Kalaburagi,"17.5809346,76.4218373",17.5809346,76.4218373,512,30.28,1.62166667,1.239090919
1153,Jabalpur,"23.115915, 79.049163",23.115915,79.049163,578,34.95,18.62416649,15.30090904
1154,Dhar,"22.742188,74.986108",22.742188,74.986108,745,46.75,1,1
1155,Raigad,"18.096508,75.0661222",18.096508,75.0661222,487,28.52,9.959166527,7.190908909
1156,Ratlam,"23.492569,74.800278",23.492569,74.800278,582,35.23,1.639166713,1.581818223
1157,Sarsawa,"30.04077778,77.38750000",30.04077778,77.3875,550,32.97,27.83833313,21.32636261
1158,Rohtas,"24.957125,83.954997",24.957125,83.954997,565,34.03,10.23083305,9.152727127
1159,Sasthan,"13.476043,74.7127896",13.476043,74.7127896,617,37.7,3.711666584,3.50454545
1160,Naxalbari,"26.687394, 88.2310881",26.687394,88.2310881,644,39.61,4.254166603,5.03545475
1161,Azamgarh,"26.0434380, 83.2770380",26.043438,83.277038,476,27.74,12.48499966,11.27999973
1162,Aurangabad,"24.599579,84.70284",24.599579,84.70284,435,24.84,4.094166756,4.195454597
1163,Solapur,"17.7643864,75.7558759",17.7643864,75.7558759,380,20.95,11.48083305,11.86636353
1164,Aurangabad,"19.967322, 75.378833",19.967322,75.378833,440,25.19,29.58166504,18.24090958
1165,"Sayed
Mazra","30.003760,77.710907",30.00376,77.710907,481,28.09,31.7816658,22.17636299
1166,,,,,,,2.125,5.513636589
1167,Vidisha,"23.288508,77.706068",23.288508,77.706068,433,24.7,1.075000048,1
1168,Azamgarh,"26.1147010, 83.1344730",26.114701,83.134473,474,27.6,10.32499981,10.41545486
1169,Wardha,"20.839359, 78.859699",20.839359,78.859699,441,25.27,25.62833405,14.99636364
1170,Beed,"18.676103,76.391998",18.676103,76.391998,556,33.39,2.520833254,1.372727275
1171,Kalmeshwar,"21.193194,78.896639",21.193194,78.896639,481,28.09,5.869166851,4.368181705
1172,Seoni,"22.075667, 79.617528",22.075667,79.617528,560,33.67,1.250833273,1.138181806
1173,SEONI,"22.055251,79.677023",22.055251,79.677023,456,26.33,1,1
1174,Semalkhedi,"23.873788,76.107003",23.873788,76.107003,505,29.79,2.110833406,5.336363792
1175,Maharajganj,"27.0665989,83.6105580",27.0665989,83.610558,432,24.63,2.751666784,1.600000024
1176,,,,,,,14.17166615,12.60000038
1177,Jhansi,"25.636776,78.875045",25.636776,78.875045,568,34.24,5.766666412,4.856363773
1178,Bhandara,"21.088244,80.034186",21.088244,80.034186,454,26.18,2.50666666,2.518181801
1179,Villupuram,"11.706434,79.322335",11.706434,79.322335,479,27.95,11.63833332,8.25727272
1180,Bap,"27.511250, 72.279986",27.51125,72.279986,457,26.4,1,1
1181,Balasore,"21.429889,86.836645",21.429889,86.836645,584,35.37,3.336666584,2.99545455
1182,"Sevugampat
ti","10.193994, 77.794270",10.193994,77.79427,542,32.4,2.494999886,1.920909047
1183,Bhopal,"23.2816398,81.4293698",23.2816398,81.4293698,472,27.46,3.196666718,3.150000095
1184,Bahraich Rd,"26.949445,81.256453",26.949445,81.256453,412,23.22,3.839999914,5.194545269
1185,Koppal,"15.357898,76.312781",15.357898,76.312781,496,29.15,8.207500458,5.016363621
1186,Alwar,"27.99978,76.430522",27.99978,76.430522,648,39.89,17.36750031,15.13181782
1187,Begusarai,"25.410189, 86.212352",25.410189,86.212352,447,25.69,10.73166656,10.22636414
1188,Jaipur,"25.59767,74.87327",25.59767,74.87327,501,29.51,1,1
1189,Jabalpur,"23.150100,79.721200",23.1501,79.7212,448,25.76,5.221666813,3.734545469
1190,Hyderabad,"17.343361, 78.341763",17.343361,78.341763,397,22.16,6.66833353,8.513636589
1191,Hyderabad,"17.151163, 78.224438",17.151163,78.224438,402,22.51,4.164166451,2.776363611
1192,Hassan,"12.982709,76.228913",12.982709,76.228913,383,21.17,15.34083366,13.29363632
1193,Panvel,"18.947388,73.178849",18.947388,73.178849,433,24.7,5.882500172,8.234545708
1194,Shedung,"18.947199,73.1786522",18.947199,73.1786522,337,17.92,5.882500172,8.234545708
1195,Alwar,"27.485703, 76.844763",27.485703,76.844763,499,29.36,22.01499939,25.00818253
1196,Talwandi,"29.9888,75.1378",29.9888,75.1378,358,19.4,3.285833359,3.420909166
1197,Washim,"20.391363, 77.222332",20.391363,77.222332,361,19.61,23.19249916,12.23454571
1198,Chandrapur,"20.173582, 79.007495",20.173582,79.007495,328,17.28,13.89916706,12.35818195
1199,"Shenbagam
pettai","10.1588453,78.6509687",10.1588453,78.6509687,403,22.58,1.622499943,1.409090877
1200,Aurangabad,"19.906443, 75.489580",19.906443,75.48958,471,27.39,3.114166737,2.707272768
1201,Kundagol,"15.260165,75.177026",15.260165,75.177026,482,28.16,1.306666732,1.270909071
1202,Ghorkhpur,"26.821964,83.293971",26.821964,83.293971,454,26.18,13.61166668,11.13909054
1203,Ramanagar,"12.840350, 77.418460",12.84035,77.41846,591,35.87,18.65833282,17.03181839
1204,"Murshidaba
d","24.150449,88.18629",24.150449,88.18629,457,26.4,5.832499981,7.114545345
1205,Kalyan,"19.097790,73.071728",19.09779,73.071728,307,15.8,14.71833324,16.97181892
1206,Dhule,"21.319733,74.889272",21.319733,74.889272,401,22.44,7.55583334,8.582727432
1207,Shiroor,"13.9333649,74.5965095",13.9333649,74.5965095,414,23.36,6.361666679,5.113636494
1208,Mahoba,"25.434629,80.1279154",25.434629,80.1279154,469,27.24,1.645833373,2.00636363
1209,Pratapgarh,"24.0937133,74.7523369",24.0937133,74.7523369,447,25.69,1.334166646,1.477272749
1210,Buldhana,"19.970446, 76.099052",19.970446,76.099052,747,46.89,20.47249985,11.60545444
1211,Dausa,"26.978589, 76.573914",26.978589,76.573914,505,29.79,2.702500105,3.056363583
1212,Dausa,"26.944488,76.557567",26.944488,76.557567,362,19.68,5.29333353,4.638181686
1213,Sagar,"23.309393,78.45677",23.309393,78.45677,412,23.22,2.387500048,2.092727184
1214,Kota,"25.170089,76.130552",25.170089,76.130552,460,26.61,2.899166584,3.543636322
1215,Suryapet,"17.589631,79.276944",17.589631,79.276944,352,18.98,2.053333282,1.361818194
1216,Suryapet,"17.192000, 79.871000",17.192,79.871,367,20.04,23.43416595,24.16272736
1217,Rewa,"24.712917,80.585349",24.712917,80.585349,481,28.09,1.986666679,2.074545383
1218,Jodhpur,"26.780375,72.821083",26.780375,72.821083,566,34.1,1,4.491817951
1219,Narnaul,"27.93268775,76.12719041",27.93268775,76.12719041,349,18.76,5.394999981,6.237272739
1220,Shivpuri,"25.490262,77.494286",25.490262,77.494286,385,21.31,1.117499948,1
1221,Jaipur,"26.7473,75.7686",26.7473,75.7686,654,40.32,14.40333366,17.77181816
